id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-07-21 21:41:16,6.08,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-07-21 21:41:22,127.39,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-07-21 21:43:30,64.99,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-07-21 21:44:35,11.65,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-07-21 21:44:47,56.37,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-07-21 21:45:43,22.03,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-07-21 21:46:05,56.44,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-07-21 21:47:01,26.83,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-07-21 21:47:28,2.97,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-07-21 21:47:31,18.56,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-07-21 21:47:50,95.59,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-07-21 21:49:26,65.27,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-07-21 21:50:31,8.61,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-07-21 21:50:39,92.76,PASSED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-07-21 21:52:12,15.95,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-07-21 21:52:28,96.24,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-07-21 21:54:05,72.62,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-07-21 21:55:17,60.38,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-07-21 21:56:18,165.91,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-07-21 21:59:04,0.54,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-07-21 21:59:04,89.17,BLOCKED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-07-21 22:00:33,97.33,PASSED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-07-21 22:02:11,159.37,PASSED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-07-21 22:04:50,162.02,PASSED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-07-21 22:07:32,184.25,FAILED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-07-21 22:10:37,179.63,BLOCKED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-07-21 22:13:36,150.04,PASSED 



