id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-06-02 08:49:56,6.16,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-06-02 08:50:02,99.67,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-06-02 08:51:42,63.83,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-06-02 08:52:45,11.35,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-06-02 08:52:57,55.54,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-06-02 08:53:52,22.17,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-06-02 08:54:14,55.11,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-06-02 08:55:10,26.33,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-06-02 08:55:36,2.97,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-06-02 08:55:39,18.0,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-06-02 08:55:57,94.42,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-06-02 08:57:31,64.56,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-06-02 08:58:36,8.71,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-06-02 08:58:45,92.35,PASSED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-06-02 09:00:17,15.83,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-06-02 09:00:33,94.66,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-06-02 09:02:08,71.47,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-06-02 09:03:19,59.64,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-06-02 09:04:19,151.43,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-06-02 09:06:50,0.54,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-06-02 09:06:51,189.48,BLOCKED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-06-02 09:10:01,165.23,BLOCKED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-06-02 09:12:46,165.35,BLOCKED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-06-02 09:15:31,167.4,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-06-02 09:18:19,164.92,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-06-02 09:21:04,165.95,BLOCKED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-06-02 09:23:50,165.46,BLOCKED 



