id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-07-26 08:09:42,29.57,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-07-26 08:10:11,34.97,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-07-26 08:10:46,32.87,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-07-26 08:11:19,32.78,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-07-26 08:11:52,34.49,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-07-26 08:12:26,62.78,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-07-26 08:13:29,151.77,PASSED 



