id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-07-27 09:31:03,6.15,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-07-27 09:31:09,151.04,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-07-27 09:33:40,64.62,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-07-27 09:34:45,11.36,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-07-27 09:34:56,56.11,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-07-27 09:35:53,22.21,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-07-27 09:36:15,56.31,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-07-27 09:37:11,26.15,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-07-27 09:37:37,3.07,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-07-27 09:37:40,21.51,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-07-27 09:38:02,95.72,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-07-27 09:39:38,65.22,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-07-27 09:40:43,8.67,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-07-27 09:40:52,93.43,PASSED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-07-27 09:42:25,16.51,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-07-27 09:42:42,95.54,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-07-27 09:44:17,72.53,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-07-27 09:45:30,60.57,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-07-27 09:46:30,165.92,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-07-27 09:49:16,0.58,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-07-27 09:49:17,85.98,BLOCKED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-07-27 09:50:43,96.26,PASSED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-07-27 09:52:19,156.67,PASSED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-07-27 09:54:56,156.33,PASSED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-07-27 09:57:32,179.47,FAILED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-07-27 10:00:32,178.66,BLOCKED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-07-27 10:03:31,151.34,PASSED 



