id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-07-21 17:13:16,35.63,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-07-21 17:13:52,33.83,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-07-21 17:14:26,32.76,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-07-21 17:14:59,33.67,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-07-21 17:15:32,34.5,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-07-21 17:16:07,63.68,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-07-21 17:17:11,149.88,PASSED 



