id, title, cycle, startTime, duration, outcome
c8y_jwt_token_retrieval,"Validate the Cumulocity JWT Token Retrieval feature",1,2022-05-11 11:37:31,21.48,PASSED 
local_mqtt_pub_fail_noqos,"Check error code when mosquitto is not running with no QoS set",1,2022-05-11 11:37:52,1.88,PASSED 
local_mqtt_pub_fail_qos0,"Check error code when mosquitto is not running with QoS set to 0",1,2022-05-11 11:37:54,1.75,PASSED 
local_mqtt_pub_fail_qos1,"Check error code when mosquitto is not running with QoS set to 1",1,2022-05-11 11:37:56,1.76,PASSED 
local_mqtt_pub_fail_qos2,"Check error code when mosquitto is not running with QoS set to 2",1,2022-05-11 11:37:58,1.68,PASSED 
local_mqtt_pub_sub,"Validate local publishing and subscribing",1,2022-05-11 11:38:00,2.03,PASSED 
local_mqtt_pub_sub_retain,"Validate local publishing with retain flag",1,2022-05-11 11:38:02,5.73,PASSED 
local_mqtt_pub_sub_with_sudo,"Validate local publishing and subscribing",1,2022-05-11 11:38:07,2.68,PASSED 
local_mqtt_sub_fail,"Validate local publishing when mosquitto is stopped",1,2022-05-11 11:38:10,1.61,PASSED 
log_request_error_messages,"Validate end to end behaviour for the log request operation check for error messages",1,2022-05-11 11:38:12,36.19,FAILED 
log_request_num_lines,"Validate end to end behaviour for the log request operation check for number of lines",1,2022-05-11 11:38:48,31.49,FAILED 
custom_init_system,"Custom init system test",1,2022-05-11 11:39:19,29.06,PASSED 
invalid_device_id,"Invalid Device ID",1,2022-05-11 11:39:49,4.14,PASSED 
mqtt_port_change_connection_fails,"mqtt port change connection fails",1,2022-05-11 11:39:53,1.59,PASSED 
mqtt_port_change_connection_works,"mqtt port change connection works for all the thin-edge services that use the mosquitto broker",1,2022-05-11 11:39:54,0.02,SKIPPED 
mqtt_port_set,"mqtt port set",1,2022-05-11 11:39:54,20.09,PASSED 
mqtt_port_unset,"mqtt port unset",1,2022-05-11 11:40:15,1.56,PASSED 
valid_device_id,"Valid device ID",1,2022-05-11 11:40:16,32.06,PASSED 
monitoring_smaller_interval,"Validate the tedge dm agent messages that are produced with smaller sampling interval than the batching window. Here the simulated collectd messages are used",1,2022-05-11 11:40:48,14.82,BLOCKED 
monitoring_with_collectd,"Validate tedge dm agent messages that are produced by batching the collectd messages",1,2022-05-11 11:41:03,0.02,SKIPPED 
monitoring_with_simulated_messages,"Validate the tedge dm agent messages that are produced from the simulated collectd messages",1,2022-05-11 11:41:03,4.48,BLOCKED 
SoftwareManagement.Plugin.apama_plugin_install,"Validate apama plugin install",1,2022-05-11 11:41:08,0.05,SKIPPED 
SoftwareManagement.Plugin.apama_plugin_mon_support,"Validate mon file support of apama plugin",1,2022-05-11 11:41:08,0.03,SKIPPED 
SoftwareManagement.Plugin.apama_plugin_remove,"Validate apama plugin remove",1,2022-05-11 11:41:08,0.05,SKIPPED 
