id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-04-28 11:17:09,6.19,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-04-28 11:17:16,149.59,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-04-28 11:19:45,64.35,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-04-28 11:20:50,11.29,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-04-28 11:21:01,55.75,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-04-28 11:21:57,22.16,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-04-28 11:22:19,55.66,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-04-28 11:23:15,25.84,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-04-28 11:23:40,2.97,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-04-28 11:23:43,17.96,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-04-28 11:24:01,95.55,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-04-28 11:25:37,65.05,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-04-28 11:26:42,8.53,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-04-28 11:26:51,92.98,PASSED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-04-28 11:28:24,16.01,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-04-28 11:28:40,95.52,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-04-28 11:30:15,72.12,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-04-28 11:31:27,60.78,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-04-28 11:32:28,125.61,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-04-28 11:34:34,0.53,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-04-28 11:34:35,86.96,BLOCKED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-04-28 11:36:02,95.85,PASSED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-04-28 11:37:37,156.4,PASSED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-04-28 11:40:14,155.03,PASSED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-04-28 11:42:49,178.55,FAILED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-04-28 11:45:48,178.83,BLOCKED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-04-28 11:48:46,154.04,PASSED 



