id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-07-22 15:10:12,32.97,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-07-22 15:10:45,34.08,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-07-22 15:11:19,33.0,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-07-22 15:11:52,33.36,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-07-22 15:12:25,34.17,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-07-22 15:12:59,63.22,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-07-22 15:14:03,151.12,PASSED 



