id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-06-22 10:35:21,35.83,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-06-22 10:35:56,33.54,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-06-22 10:36:30,33.02,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-06-22 10:37:03,33.01,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-06-22 10:37:36,34.19,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-06-22 10:38:10,63.1,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-06-22 10:39:14,149.81,PASSED 



