id, title, cycle, startTime, duration, outcome
c8y_jwt_token_retrieval,"Validate the Cumulocity JWT Token Retrieval feature",1,2022-04-27 13:04:41,22.35,PASSED 
local_mqtt_pub_fail_noqos,"Check error code when mosquitto is not running with no QoS set",1,2022-04-27 13:05:03,1.91,PASSED 
local_mqtt_pub_fail_qos0,"Check error code when mosquitto is not running with QoS set to 0",1,2022-04-27 13:05:05,1.77,PASSED 
local_mqtt_pub_fail_qos1,"Check error code when mosquitto is not running with QoS set to 1",1,2022-04-27 13:05:07,1.71,PASSED 
local_mqtt_pub_fail_qos2,"Check error code when mosquitto is not running with QoS set to 2",1,2022-04-27 13:05:08,1.67,PASSED 
local_mqtt_pub_sub,"Validate local publishing and subscribing",1,2022-04-27 13:05:10,2.12,PASSED 
local_mqtt_pub_sub_retain,"Validate local publishing with retain flag",1,2022-04-27 13:05:12,6.08,FAILED 
local_mqtt_pub_sub_with_sudo,"Validate local publishing and subscribing",1,2022-04-27 13:05:18,2.79,PASSED 
local_mqtt_sub_fail,"Validate local publishing when mosquitto is stopped",1,2022-04-27 13:05:21,1.61,PASSED 
log_request_error_messages,"Validate end to end behaviour for the log request operation check for error messages",1,2022-04-27 13:05:23,36.8,FAILED 
log_request_num_lines,"Validate end to end behaviour for the log request operation check for number of lines",1,2022-04-27 13:06:00,31.66,FAILED 
custom_init_system,"Custom init system test",1,2022-04-27 13:06:31,29.0,PASSED 
invalid_device_id,"Invalid Device ID",1,2022-04-27 13:07:00,4.16,PASSED 
mqtt_port_change_connection_fails,"mqtt port change connection fails",1,2022-04-27 13:07:05,1.7,PASSED 
mqtt_port_change_connection_works,"mqtt port change connection works for all the thin-edge services that use the mosquitto broker",1,2022-04-27 13:07:06,0.02,SKIPPED 
mqtt_port_set,"mqtt port set",1,2022-04-27 13:07:06,20.26,PASSED 
mqtt_port_unset,"mqtt port unset",1,2022-04-27 13:07:27,1.62,PASSED 
valid_device_id,"Valid device ID",1,2022-04-27 13:07:28,31.94,PASSED 
monitoring_smaller_interval,"Validate the tedge dm agent messages that are produced with smaller sampling interval than the batching window. Here the simulated collectd messages are used",1,2022-04-27 13:08:00,14.98,BLOCKED 
