id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-04-25 21:33:43,6.13,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-04-25 21:33:49,147.62,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-04-25 21:36:17,64.25,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-04-25 21:37:21,11.33,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-04-25 21:37:32,55.4,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-04-25 21:38:28,21.93,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-04-25 21:38:50,55.39,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-04-25 21:39:45,26.02,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-04-25 21:40:11,3.07,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-04-25 21:40:14,18.19,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-04-25 21:40:33,94.35,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-04-25 21:42:07,64.63,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-04-25 21:43:12,8.6,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-04-25 21:43:20,92.51,PASSED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-04-25 21:44:53,16.01,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-04-25 21:45:09,94.82,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-04-25 21:46:44,71.56,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-04-25 21:47:55,59.94,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-04-25 21:48:55,126.61,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-04-25 21:51:02,0.53,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-04-25 21:51:02,52.88,BLOCKED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-04-25 21:51:55,78.74,BLOCKED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-04-25 21:53:14,30.13,BLOCKED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-04-25 21:53:44,29.86,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-04-25 21:54:14,30.12,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-04-25 21:54:44,29.8,BLOCKED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-04-25 21:55:14,30.02,BLOCKED 



